"id","region","problem1","party","days_a_week_news","left_right","membership_eu","sex","birth_year","social_class","urban","religion","wealth","newspaper"
541,"North West","Any other topic","Liberal Democrats","7",4,"Good thing","Male",1958,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"the independent"
542,"London","Effects of financial crisis on domestic/ EU/ global economy. ","Liberal Democrats","7",5,"Good thing","Female",1955,"Lower middle class","Large town or city","Roman Catholic",4,"daily mail"
542,"London","Effects of financial crisis on domestic/ EU/ global economy. ","Liberal Democrats","7",5,"Good thing","Female",1955,"Lower middle class","Large town or city","Roman Catholic",4,"metro"
543,"Yorkshire and The Humber","Immigration","Labour","7",8,"Bad thing","Female",1944,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
544,"Scotland","Economic Conditions","[DK]","7",4,"Good thing","Male",1976,"Middle class","Large town or city","No, do not belong to a denomination",5,"the times"
545,"Scotland","Unemployment","[DK]","7",3,"Good thing","Male",1967,"Middle class","Large town or city","Other",4,"guardian"
545,"Scotland","Unemployment","[DK]","7",3,"Good thing","Male",1967,"Middle class","Large town or city","Other",4,"the scotsman"
546,"South West","National transportation policy","Liberal Democrats","7",0,"Good thing","Female",1962,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",3,"Don't read newspapers"
547,"North West","Economic Conditions","Liberal Democrats","7",4,"Neither","Male",1977,"Middle class","Suburbs of large town or city","Protestant",5,"Don't read newspapers"
548,"West Midlands","Unemployment","[NONE]","7",5,"Neither","Female",1936,"Middle class","Rural area or village","No, do not belong to a denomination",5,"local newspaper/ shropshire star"
549,"North West","Unemployment","[DK]","7",5,"Neither","Female",1947,"Working class","Suburbs of large town or city","Protestant",3,"daily express"
550,"East of England","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",7,"Bad thing","Female",1958,"Middle class","Rural area or village","Church of England",5,"Don't read newspapers"
551,"North West","Unemployment","Labour","7",4,"Good thing","Male",1961,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"guardian"
552,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Liberal Democrats","7",5,"Good thing","Female",1938,"Middle class","Large town or city","Presbyterian/Church of Scotland",1,"the herold"
553,"East of England","Economic Conditions","Labour","7",5,"Good thing","Male",1941,"Middle class","Rural area or village","Church of England",5,"sunday times"
553,"East of England","Economic Conditions","Labour","7",5,"Good thing","Male",1941,"Middle class","Rural area or village","Church of England",5,"the economist"
553,"East of England","Economic Conditions","Labour","7",5,"Good thing","Male",1941,"Middle class","Rural area or village","Church of England",5,"edp local"
554,"Wales","Productivity (references to economic growth, the need to increase/facilitate production)","Liberal Democrats","7",4,"Bad thing","Female",1963,"Working class","Rural area or village","No, do not belong to a denomination",5,"daily mail"
555,"London","Economic Conditions","Labour","7",2,"Good thing","Female",1970,"Middle class","Large town or city","Roman Catholic",4,"the financial times"
555,"London","Economic Conditions","Labour","7",2,"Good thing","Female",1970,"Middle class","Large town or city","Roman Catholic",4,"the economist"
555,"London","Economic Conditions","Labour","7",2,"Good thing","Female",1970,"Middle class","Large town or city","Roman Catholic",4,"the european newspapers"
556,"London","Economic Conditions","Liberal Democrats","5",10,"Good thing","Female",1947,"Working class","Large town or city","No, do not belong to a denomination",1,"the times"
556,"London","Economic Conditions","Liberal Democrats","5",10,"Good thing","Female",1947,"Working class","Large town or city","No, do not belong to a denomination",1,"evening standard"
556,"London","Economic Conditions","Liberal Democrats","5",10,"Good thing","Female",1947,"Working class","Large town or city","No, do not belong to a denomination",1,"daily mail"
556,"London","Economic Conditions","Liberal Democrats","5",10,"Good thing","Female",1947,"Working class","Large town or city","No, do not belong to a denomination",1,"the mirror"
557,"South East","Law and Order (code this if you cannot use specific codes)","[DK]","7",5,"Good thing","Female",1947,"Middle class","Small or middle-sized town","Church of England",88,"guardian"
557,"South East","Law and Order (code this if you cannot use specific codes)","[DK]","7",5,"Good thing","Female",1947,"Middle class","Small or middle-sized town","Church of England",88,"the times"
558,"Yorkshire and The Humber","Any other topic","[NONE]","7",5,"Neither","Female",1941,"Working class","Rural area or village","Methodist",5,"daily telegraph"
559,"East Midlands","Debt (public debt of a state, a community etc.)","Conservatives","7",7,"Neither","Male",1942,"Middle class","Small or middle-sized town","No, do not belong to a denomination",6,"daily telegraph"
560,"South East","Economic Conditions","Liberal Democrats","7",4,"Good thing","Male",7777,"[Refused to be classified]","[REFUSED]","[REFUSED]",77,"guardian"
560,"South East","Economic Conditions","Liberal Democrats","7",4,"Good thing","Male",7777,"[Refused to be classified]","[REFUSED]","[REFUSED]",77,"the observer"
561,"East of England","Economic Conditions","[NONE]","4",4,"Neither","Female",1964,"Lower middle class","Small or middle-sized town","Protestant",4,"Don't read newspapers"
562,"North East","Unemployment","Conservatives","4",7,"Neither","Female",1953,"Middle class","Suburbs of large town or city","Roman Catholic",7,"Don't read newspapers"
563,"Yorkshire and The Humber","Law and Order (code this if you cannot use specific codes)","Conservatives","7",8,"Bad thing","Female",1940,"Working class","Small or middle-sized town","Methodist",4,"daily express"
563,"Yorkshire and The Humber","Law and Order (code this if you cannot use specific codes)","Conservatives","7",8,"Bad thing","Female",1940,"Working class","Small or middle-sized town","Methodist",4,"the sunday post"
563,"Yorkshire and The Humber","Law and Order (code this if you cannot use specific codes)","Conservatives","7",8,"Bad thing","Female",1940,"Working class","Small or middle-sized town","Methodist",4,"the grimsby telegraph"
564,"North West","Economic Conditions","Conservatives","7",8,"Bad thing","Male",1988,"Middle class","Large town or city","No, do not belong to a denomination",7,"daily telegraph"
565,"South East","Any other topic","Conservatives","7",8,"Good thing","Female",1981,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"the times"
565,"South East","Any other topic","Conservatives","7",8,"Good thing","Female",1981,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"sunday telegraph"
566,"Yorkshire and The Humber","Economic Conditions","Conservatives","7",10,"Neither","Male",1925,"Lower middle class","Suburbs of large town or city","Church of England",4,"daily telegraph"
566,"Yorkshire and The Humber","Economic Conditions","Conservatives","7",10,"Neither","Male",1925,"Lower middle class","Suburbs of large town or city","Church of England",4,"the yorkshire post"
567,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",5,"Neither","Male",1934,"Middle class","Small or middle-sized town","Presbyterian/Church of Scotland",3,"daily mail"
568,"London","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",5,"Good thing","Male",1962,"Middle class","Large town or city","Roman Catholic",5,"the times"
569,"North West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",9,"Bad thing","Female",1927,"Lower middle class","Rural area or village","Church of England",4,"daily mail"
570,"Yorkshire and The Humber","Economic Conditions","Liberal Democrats","5",5,"Neither","Male",1955,"Working class","Large town or city","No, do not belong to a denomination",3,"metro"
571,"South West","Any other topic","[NONE]","7",5,"Good thing","Female",1933,"Middle class","Rural area or village","Roman Catholic",5,"daily telegraph"
572,"North West","Any other topic","Conservatives","7",5,"Bad thing","Female",1965,"Middle class","Small or middle-sized town","Church of England",4,"daily telegraph"
573,"London","Unemployment","[NONE]","7",7,"Bad thing","Male",1946,"Middle class","Large town or city","Baptist",6,"daily telegraph"
573,"London","Unemployment","[NONE]","7",7,"Bad thing","Male",1946,"Middle class","Large town or city","Baptist",6,"daily mail"
573,"London","Unemployment","[NONE]","7",7,"Bad thing","Male",1946,"Middle class","Large town or city","Baptist",6,"daily express"
574,"South East","Economic Conditions","[NONE]","7",5,"Bad thing","Male",1958,"Middle class","Small or middle-sized town","Church of England",3,"daily mail"
575,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",5,"Good thing","Female",1943,"Working class","Rural area or village","Presbyterian/Church of Scotland",4,"Don't read newspapers"
576,"North West","Creating Jobs (specifically)","Conservatives","2",7,"Good thing","Male",1967,"Lower middle class","Suburbs of large town or city","Church of England",3,"Don't read newspapers"
577,"North West","Debt (public debt of a state, a community etc.)","Conservatives","7",6,"Good thing","Male",1951,"Working class","Rural area or village","Church of England",4,"daily mail"
578,"Yorkshire and The Humber","Economic structure/policies/goals/conditions (code this if you cannot use specific codes)","[NONE]","6",4,"Good thing","Male",1975,"Middle class","Rural area or village","Church of England",4,"daily telegraph"
578,"Yorkshire and The Humber","Economic structure/policies/goals/conditions (code this if you cannot use specific codes)","[NONE]","6",4,"Good thing","Male",1975,"Middle class","Rural area or village","Church of England",4,"guardian"
579,"East Midlands","Any other topic","Conservatives","7",5,"Neither","Female",1941,"Middle class","Suburbs of large town or city","Protestant",5,"Don't read newspapers"
580,"South East","Unemployment","Conservatives","7",7,"Good thing","Female",1955,"Middle class","Rural area or village","No, do not belong to a denomination",3,"daily telegraph"
580,"South East","Unemployment","Conservatives","7",7,"Good thing","Female",1955,"Middle class","Rural area or village","No, do not belong to a denomination",3,"daily mail"
580,"South East","Unemployment","Conservatives","7",7,"Good thing","Female",1955,"Middle class","Rural area or village","No, do not belong to a denomination",3,"sunday times"
581,"East of England","Unemployment","[NONE]","7",5,"Neither","Female",1966,"Middle class","Rural area or village","Church of England",4,"Don't read newspapers"
582,"East Midlands","Debt (public debt of a state, a community etc.)","Conservatives","7",4,"Good thing","Male",1966,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily mail"
582,"East Midlands","Debt (public debt of a state, a community etc.)","Conservatives","7",4,"Good thing","Male",1966,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",5,"mail on sunday"
583,"East of England","Economic structure/policies/goals/conditions (code this if you cannot use specific codes)","Conservatives","3",8,"Good thing","Female",1952,"Middle class","Rural area or village","Church of England",4,"daily mail"
584,"South East","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",8,"Good thing","Female",1955,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"the times"
585,"South East","Law and Order (code this if you cannot use specific codes)","[NONE]","6",0,"Neither","Female",1953,"Middle class","Large town or city","Roman Catholic",7,"daily mail"
586,"South East","Economic Conditions","Conservatives","7",6,"Neither","Female",1972,"Working class","Small or middle-sized town","Methodist",4,"Don't read newspapers"
587,"North West","National Crime prevention policy(ies)","Conservatives","7",8,"Bad thing","Female",1945,"Lower middle class","Rural area or village","No, do not belong to a denomination",3,"daily mail"
588,"London","Immigration","[NONE]","7",5,"Bad thing","Female",1925,"Middle class","Rural area or village","No, do not belong to a denomination",6,"the times"
589,"East Midlands","Economic Conditions","[NONE]","3",7,"Neither","Female",1974,"Lower middle class","Rural area or village","Church of England",4,"daily mail"
590,"North West","Any other topic","Conservatives","2",88,"Good thing","Female",1990,"Lower middle class","Small or middle-sized town","Roman Catholic",7,"the times"
590,"North West","Any other topic","Conservatives","2",88,"Good thing","Female",1990,"Lower middle class","Small or middle-sized town","Roman Catholic",7,"the independent"
590,"North West","Any other topic","Conservatives","2",88,"Good thing","Female",1990,"Lower middle class","Small or middle-sized town","Roman Catholic",7,"daily mail"
591,"London","Immigration","British National Party (BNP)","7",88,"[DK]","Female",1980,"Middle class","Large town or city","No, do not belong to a denomination",4,"sun"
591,"London","Immigration","British National Party (BNP)","7",88,"[DK]","Female",1980,"Middle class","Large town or city","No, do not belong to a denomination",4,"news of the world"
592,"East of England","Political Authority: Strong Government, Government Stability","Conservatives","7",88,"Good thing","Female",1977,"Working class","Small or middle-sized town","Orthodox (Russian/Greek/etc.)",2,"Don't read newspapers"
593,"South East","Economic Conditions","Conservatives","7",5,"Neither","Male",1976,"Middle class","Small or middle-sized town","Other",6,"the times"
593,"South East","Economic Conditions","Conservatives","7",5,"Neither","Male",1976,"Middle class","Small or middle-sized town","Other",6,"london today"
594,"South East","Unemployment","Conservatives","3",88,"Neither","Male",1969,"Middle class","Large town or city","Church of England",5,"sun"
594,"South East","Unemployment","Conservatives","3",88,"Neither","Male",1969,"Middle class","Large town or city","Church of England",5,"daily mail"
595,"Scotland","Economic Conditions","Conservatives","7",8,"Bad thing","Male",1960,"Middle class","Rural area or village","Roman Catholic",5,"daily express"
595,"Scotland","Economic Conditions","Conservatives","7",8,"Bad thing","Male",1960,"Middle class","Rural area or village","Roman Catholic",5,"the herold"
596,"East of England","Any other topic","Conservatives","4",6,"Good thing","Male",1991,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"a broadsheet newspaper"
597,"East Midlands","Political Authority: Strong Government, Government Stability","[DK]","7",5,"Bad thing","Male",1949,"Working class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
598,"East of England","Immigration","Conservatives","7",5,"Bad thing","Female",1938,"Middle class","Rural area or village","No, do not belong to a denomination",4,"daily telegraph"
598,"East of England","Immigration","Conservatives","7",5,"Bad thing","Female",1938,"Middle class","Rural area or village","No, do not belong to a denomination",4,"daily express"
599,"South East","Bankruptcy of business, companies, banks (specifically)","[DK]","7",8,"Neither","Female",1934,"Middle class","Small or middle-sized town","No, do not belong to a denomination",6,"Don't read newspapers"
600,"North West","Unemployment","[NONE]","7",4,"Neither","Female",1951,"Middle class","Rural area or village","Protestant",5,"Don't read newspapers"
601,"Yorkshire and The Humber","Immigration","Conservatives","7",5,"Bad thing","Female",1943,"Working class","Rural area or village","Other",6,"sun"
602,"East of England","Economic structure/policies/goals/conditions (code this if you cannot use specific codes)","Conservatives","7",10,"Neither","Male",1945,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",3,"daily telegraph"
603,"Wales","Political Authority: Strong Government, Government Stability","Conservatives","7",8,"Neither","Female",1952,"Middle class","Small or middle-sized town","Roman Catholic",4,"daily mail"
603,"Wales","Political Authority: Strong Government, Government Stability","Conservatives","7",8,"Neither","Female",1952,"Middle class","Small or middle-sized town","Roman Catholic",4,"liverpool daily post"
603,"Wales","Political Authority: Strong Government, Government Stability","Conservatives","7",8,"Neither","Female",1952,"Middle class","Small or middle-sized town","Roman Catholic",4,"mail on sunday"
603,"Wales","Political Authority: Strong Government, Government Stability","Conservatives","7",8,"Neither","Female",1952,"Middle class","Small or middle-sized town","Roman Catholic",4,"sunday express"
604,"East Midlands","Political Authority: Strong Government, Government Stability","Conservatives","4",8,"Bad thing","Female",1964,"Lower middle class","Large town or city","No, do not belong to a denomination",5,"sun"
604,"East Midlands","Political Authority: Strong Government, Government Stability","Conservatives","4",8,"Bad thing","Female",1964,"Lower middle class","Large town or city","No, do not belong to a denomination",5,"daily telegraph"
605,"South East","Productivity (references to economic growth, the need to increase/facilitate production)","Conservatives","6",6,"Bad thing","Male",1934,"Middle class","Suburbs of large town or city","Church of England",5,"daily telegraph"
605,"South East","Productivity (references to economic growth, the need to increase/facilitate production)","Conservatives","6",6,"Bad thing","Male",1934,"Middle class","Suburbs of large town or city","Church of England",5,"guardian"
606,"South East","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",5,"Bad thing","Male",1973,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",3,"sun"
606,"South East","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",5,"Bad thing","Male",1973,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",3,"daily mail"
606,"South East","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",5,"Bad thing","Male",1973,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",3,"the mirror"
607,"South East","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Neither","Male",1943,"Middle class","Rural area or village","Roman Catholic",5,"Don't read newspapers"
608,"Wales","Welfare State (code this if you cannot use specific codes)","Conservatives","7",10,"Bad thing","Male",1977,"Middle class","Suburbs of large town or city","Church of England",6,"daily telegraph"
608,"Wales","Welfare State (code this if you cannot use specific codes)","Conservatives","7",10,"Bad thing","Male",1977,"Middle class","Suburbs of large town or city","Church of England",6,"guardian"
609,"South West","Economic Conditions","Conservatives","7",6,"Neither","Female",1956,"Working class","Rural area or village","Church of England",4,"Don't read newspapers"
610,"South East","Political Authority: Strong Government, Government Stability","Conservatives","7",5,"Neither","Male",1954,"Upper middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily mail"
611,"West Midlands","Political Authority: Strong Government, Government Stability","Conservatives","7",5,"Bad thing","Female",1938,"Working class","Small or middle-sized town","Church of England",4,"daily mail"
612,"South West","Economic Conditions","Conservatives","7",7,"Good thing","Male",1931,"Middle class","Small or middle-sized town","Church of England",3,"Don't read newspapers"
613,"North West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",10,"Neither","Female",1962,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",6,"Don't read newspapers"
614,"South West","Unemployment","[NONE]","7",8,"Neither","Female",1948,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
615,"East of England","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","7",4,"Good thing","Female",1975,"Middle class","Rural area or village","Church of England",6,"the times"
615,"East of England","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","7",4,"Good thing","Female",1975,"Middle class","Rural area or village","Church of England",6,"the financial times"
615,"East of England","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","7",4,"Good thing","Female",1975,"Middle class","Rural area or village","Church of England",6,"mail on sunday"
616,"East Midlands","Political Authority: Strong Government, Government Stability","Conservatives","7",6,"Bad thing","Female",1943,"Middle class","Suburbs of large town or city","Roman Catholic",4,"daily telegraph"
616,"East Midlands","Political Authority: Strong Government, Government Stability","Conservatives","7",6,"Bad thing","Female",1943,"Middle class","Suburbs of large town or city","Roman Catholic",4,"daily mail"
616,"East Midlands","Political Authority: Strong Government, Government Stability","Conservatives","7",6,"Bad thing","Female",1943,"Middle class","Suburbs of large town or city","Roman Catholic",4,"daily express"
617,"South West","Political Authority: Strong Government, Government Stability","Conservatives","7",9,"Neither","Male",1929,"Middle class","Rural area or village","Church of England",7,"daily telegraph"
617,"South West","Political Authority: Strong Government, Government Stability","Conservatives","7",9,"Neither","Male",1929,"Middle class","Rural area or village","Church of England",7,"daily mail"
618,"North East","Economic Conditions","Conservatives","7",5,"Good thing","Male",1959,"Working class","Suburbs of large town or city","Church of England",4,"Don't read newspapers"
619,"Scotland","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Neither","Female",1938,"Middle class","Small or middle-sized town","Other",5,"sunday times"
619,"Scotland","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Neither","Female",1938,"Middle class","Small or middle-sized town","Other",5,"dundee cureor"
619,"Scotland","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Neither","Female",1938,"Middle class","Small or middle-sized town","Other",5,"arbroath herold"
620,"West Midlands","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Bad thing","Female",1945,"Middle class","Large town or city","No, do not belong to a denomination",5,"daily mail"
620,"West Midlands","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Bad thing","Female",1945,"Middle class","Large town or city","No, do not belong to a denomination",5,"the express and star"
620,"West Midlands","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Bad thing","Female",1945,"Middle class","Large town or city","No, do not belong to a denomination",5,"mail on sunday"
621,"West Midlands","Democracy, sovereignty of the people","Conservatives","7",6,"[DK]","Female",1945,"Working class","Small or middle-sized town","Methodist",3,"Don't read newspapers"
622,"West Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","5",5,"Neither","Male",1957,"Working class","Small or middle-sized town","Church of England",4,"sun"
622,"West Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","5",5,"Neither","Male",1957,"Working class","Small or middle-sized town","Church of England",4,"guardian"
623,"South West","Immigration","Conservatives","7",7,"Bad thing","Male",1945,"Middle class","Rural area or village","Baptist",4,"daily mail"
623,"South West","Immigration","Conservatives","7",7,"Bad thing","Male",1945,"Middle class","Rural area or village","Baptist",4,"the telegraph"
623,"South West","Immigration","Conservatives","7",7,"Bad thing","Male",1945,"Middle class","Rural area or village","Baptist",4,"daily express"
624,"East of England","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",8,"Bad thing","Female",1977,"Middle class","Rural area or village","Roman Catholic",4,"daily mail"
625,"North West","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",5,"Neither","Male",1950,"Lower middle class","Rural area or village","Roman Catholic",4,"daily express"
626,"London","Economic Conditions","[DK]","7",5,"Bad thing","Male",7777,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"sunday times"
627,"Yorkshire and The Humber","Political Authority: Strong Government, Government Stability","Conservatives","7",5,"Good thing","Female",1985,"Middle class","Small or middle-sized town","Church of England",6,"guardian"
627,"Yorkshire and The Humber","Political Authority: Strong Government, Government Stability","Conservatives","7",5,"Good thing","Female",1985,"Middle class","Small or middle-sized town","Church of England",6,"the independent"
627,"Yorkshire and The Humber","Political Authority: Strong Government, Government Stability","Conservatives","7",5,"Good thing","Female",1985,"Middle class","Small or middle-sized town","Church of England",6,"metro"
628,"East of England","Immigration","Conservatives","7",8,"Good thing","Female",1968,"[Refused to be classified]","[REFUSED]","[REFUSED]",77,"the times"
629,"South East","Political Authority: Strong Government, Government Stability","Conservatives","7",7,"Bad thing","Female",1933,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
630,"South West","Debt (public debt of a state, a community etc.)","Conservatives","7",5,"Good thing","Male",1931,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily mail"
630,"South West","Debt (public debt of a state, a community etc.)","Conservatives","7",5,"Good thing","Male",1931,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"western morning news"
631,"West Midlands","Any other topic","[NONE]","7",10,"Bad thing","Male",1937,"Middle class","Rural area or village","No, do not belong to a denomination",1,"daily mail"
631,"West Midlands","Any other topic","[NONE]","7",10,"Bad thing","Male",1937,"Middle class","Rural area or village","No, do not belong to a denomination",1,"mail on sunday"
632,"East of England","Debt (public debt of a state, a community etc.)","Conservatives","7",6,"Bad thing","Female",1951,"Working class","Rural area or village","No, do not belong to a denomination",4,"daily mail"
633,"London","Economic Conditions","Conservatives","7",5,"Good thing","Female",1933,"Middle class","Rural area or village","Church of England",5,"daily telegraph"
634,"South East","Fight against terrorism","Conservatives","7",6,"Neither","Female",1948,"Middle class","Small or middle-sized town","Church of England",5,"daily mail"
634,"South East","Fight against terrorism","Conservatives","7",6,"Neither","Female",1948,"Middle class","Small or middle-sized town","Church of England",5,"daily express"
635,"North West","Immigration","[DK]","7",5,"Good thing","Male",1948,"Working class","Rural area or village","No, do not belong to a denomination",3,"evening gazett"
636,"London","Education (code this if you cannot use specific codes)","[NONE]","7",5,"Good thing","Female",1966,"Middle class","Large town or city","Church of England",3,"Don't read newspapers"
637,"West Midlands","Economic Conditions","Conservatives","7",10,"Neither","Female",1945,"Lower middle class","Rural area or village","Roman Catholic",4,"daily telegraph"
637,"West Midlands","Economic Conditions","Conservatives","7",10,"Neither","Female",1945,"Lower middle class","Rural area or village","Roman Catholic",4,"guardian"
637,"West Midlands","Economic Conditions","Conservatives","7",10,"Neither","Female",1945,"Lower middle class","Rural area or village","Roman Catholic",4,"the times"
637,"West Midlands","Economic Conditions","Conservatives","7",10,"Neither","Female",1945,"Lower middle class","Rural area or village","Roman Catholic",4,"daily mail"
637,"West Midlands","Economic Conditions","Conservatives","7",10,"Neither","Female",1945,"Lower middle class","Rural area or village","Roman Catholic",4,"the observer"
638,"South West","Single Market/Common market","[DK]","7",7,"Good thing","Male",1952,"Middle class","Rural area or village","No, do not belong to a denomination",6,"Don't read newspapers"
639,"East Midlands","Immigration","Conservatives","6",5,"Bad thing","Female",1938,"Middle class","Large town or city","Other",6,"Don't read newspapers"
640,"Yorkshire and The Humber","Economic Conditions","[NONE]","7",8,"[DK]","Female",1927,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
641,"South East","Any other topic","Conservatives","7",6,"Good thing","Female",1937,"Lower middle class","Rural area or village","Roman Catholic",5,"Don't read newspapers"
642,"Yorkshire and The Humber","Economic Conditions","Conservatives","7",10,"Good thing","Male",1949,"Working class","Small or middle-sized town","Church of England",3,"daily express"
643,"South East","Unemployment","Conservatives","7",7,"Bad thing","Male",1965,"Working class","Suburbs of large town or city","Church of England",3,"the times"
643,"South East","Unemployment","Conservatives","7",7,"Bad thing","Male",1965,"Working class","Suburbs of large town or city","Church of England",3,"daily mail"
643,"South East","Unemployment","Conservatives","7",7,"Bad thing","Male",1965,"Working class","Suburbs of large town or city","Church of England",3,"daily express"
644,"London","Economic Conditions","[NONE]","7",7,"Neither","Male",1961,"Middle class","Suburbs of large town or city","Church of England",5,"daily telegraph"
644,"London","Economic Conditions","[NONE]","7",7,"Neither","Male",1961,"Middle class","Suburbs of large town or city","Church of England",5,"the financial times"
645,"West Midlands","Unemployment","Conservatives","7",8,"Bad thing","Male",1944,"Lower middle class","Rural area or village","No, do not belong to a denomination",5,"sun"
645,"West Midlands","Unemployment","Conservatives","7",8,"Bad thing","Male",1944,"Lower middle class","Rural area or village","No, do not belong to a denomination",5,"the mirror"
645,"West Midlands","Unemployment","Conservatives","7",8,"Bad thing","Male",1944,"Lower middle class","Rural area or village","No, do not belong to a denomination",5,"shropshire star"
646,"West Midlands","Young People (policies aimed at, treatment)","Conservatives","7",6,"Neither","Female",1980,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"guardian"
647,"South East","Unemployment","Conservatives","1 Day",10,"Bad thing","Female",1973,"Upper middle class","Rural area or village","Roman Catholic",7,"Don't read newspapers"
648,"North East","Unemployment","Conservatives","7",5,"Good thing","Female",1969,"Working class","Small or middle-sized town","Muslim",4,"Don't read newspapers"
649,"East of England","Unemployment","[NONE]","7",5,"Bad thing","Male",1921,"Lower middle class","Rural area or village","Church of England",5,"daily mail"
649,"East of England","Unemployment","[NONE]","7",5,"Bad thing","Male",1921,"Lower middle class","Rural area or village","Church of England",5,"eastern daily press"
650,"South West","Unemployment","Conservatives","7",10,"Neither","Female",1963,"Working class","Rural area or village","No, do not belong to a denomination",1,"daily mail"
651,"West Midlands","Economic Conditions","[NONE]","7",8,"Bad thing","Female",1959,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"mail on sunday"
651,"West Midlands","Economic Conditions","[NONE]","7",8,"Bad thing","Female",1959,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"local newspapers"
652,"Wales","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",8,"Neither","Male",1938,"Middle class","Rural area or village","Methodist",5,"daily telegraph"
653,"West Midlands","Economic Conditions","[NONE]","7",7,"Good thing","Male",1966,"Middle class","Rural area or village","No, do not belong to a denomination",5,"daily telegraph"
653,"West Midlands","Economic Conditions","[NONE]","7",7,"Good thing","Male",1966,"Middle class","Rural area or village","No, do not belong to a denomination",5,"guardian"
654,"Yorkshire and The Humber","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Bad thing","Female",7777,"[Refused to be classified]","[REFUSED]","[REFUSED]",77,"Don't read newspapers"
655,"South East","National elections in EU Countries","Conservatives","7",10,"Good thing","Female",1946,"Lower middle class","Rural area or village","Roman Catholic",7,"daily telegraph"
655,"South East","National elections in EU Countries","Conservatives","7",10,"Good thing","Female",1946,"Lower middle class","Rural area or village","Roman Catholic",7,"daily express"
656,"London","Unemployment","Conservatives","5",7,"Good thing","Male",1990,"Upper middle class","Large town or city","No, do not belong to a denomination",6,"daily telegraph"
656,"London","Unemployment","Conservatives","5",7,"Good thing","Male",1990,"Upper middle class","Large town or city","No, do not belong to a denomination",6,"the eveniing standard"
657,"East Midlands","Economic Conditions","Conservatives","5",7,"Neither","Female",1966,"Lower middle class","Rural area or village","Church of England",5,"Don't read newspapers"
